iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
379,0.41,0.459,-0.0108,6.245,564.2,1994.05,0.6953,4.5608,18.7583,0.2213,8.4942,-2.7113,-0.0023,-0.5282,-0.2103,-0.648,-0.1789,-0.29,-0.0157,-0.1238,4.9529,1.2409,0.3647,0.9575,0.0141,0.0284,44688000.0
380,0.41,0.4708,-0.0097,6.2316,557.91,1982.99,0.6908,4.5036,19.217,0.218,8.3588,-2.6766,-0.0023,-0.5275,-0.2129,-0.6337,-0.1751,-0.2931,-0.0157,-0.1227,4.9608,1.2185,0.3676,0.9576,0.0142,0.0282,44805600.0
381,0.41,0.4455,-0.013,6.1952,577.03,1980.47,0.7118,4.5497,20.6689,0.2302,8.4358,-2.6771,-0.0024,-0.5359,-0.2102,-0.6204,-0.1729,-0.2885,-0.0157,-0.1218,4.9667,1.0726,0.3706,0.9579,0.0137,0.0284,44923200.0
382,0.41,0.508,-0.0066,6.2198,584.1,1983.53,0.7087,4.5289,19.8992,0.2234,8.3811,-2.6744,-0.0024,-0.5391,-0.2066,-0.6325,-0.1794,-0.2903,-0.0157,-0.1221,4.973,1.1594,0.3726,0.9576,0.0135,0.029,45040800.0
383,0.41,0.469,-0.0113,6.192,566.93,1969.35,0.6551,4.4177,18.7784,0.2146,8.2397,-2.6536,-0.0021,-0.4899,-0.1949,-0.6299,-0.1889,-0.2837,-0.0155,-0.119,4.9751,1.1164,0.3403,0.9566,0.0139,0.0295,45158400.0
384,0.41,0.4845,-0.012,6.171,564.81,1993.51,0.6936,4.5583,18.3608,0.2189,8.4675,-2.7086,-0.0023,-0.5267,-0.2127,-0.6372,-0.146,-0.296,-0.0154,-0.1216,4.9793,1.2968,0.3704,0.957,0.0138,0.0292,45276000.0
385,0.41,0.5431,-0.0103,6.1621,557.42,1967.54,0.6681,4.3626,17.4553,0.2103,8.0902,-2.573,-0.0023,-0.506,-0.1966,-0.6304,-0.2311,-0.2789,-0.016,-0.1202,4.9847,1.2845,0.3515,0.9575,0.0139,0.0286,45393600.0
386,0.41,0.4609,-0.0087,6.1304,576.75,1980.71,0.6809,4.5665,19.2918,0.221,8.5145,-2.7111,-0.0021,-0.5084,-0.2015,-0.6201,-0.1768,-0.2901,-0.0157,-0.1217,4.9897,1.1948,0.3532,0.9576,0.0139,0.0285,45511200.0
387,0.41,0.5041,-0.0119,6.1231,578.19,1991.03,0.7263,4.5323,19.8516,0.2225,8.3544,-2.6513,-0.0026,-0.5457,-0.2143,-0.6222,-0.2155,-0.2905,-0.0161,-0.1234,4.9923,1.1568,0.3832,0.9577,0.014,0.0284,45628800.0
388,0.41,0.4986,-0.0126,6.1173,572.99,1978.27,0.6987,4.5253,19.6764,0.2148,8.3725,-2.6591,-0.0024,-0.5307,-0.2112,-0.6734,-0.2225,-0.2975,-0.0165,-0.1245,4.9937,1.1155,0.3748,0.958,0.0139,0.028,45746400.0
389,0.4,0.5225,-0.0107,6.1014,551.52,1931.11,0.7138,4.3411,17.7165,0.2141,7.9125,-2.5081,-0.0026,-0.5432,-0.2076,-0.6115,-0.225,-0.2844,-0.0159,-0.1189,4.9972,1.2322,0.3723,0.958,0.0143,0.0278,45864000.0
390,0.4,0.4821,-0.0125,6.0845,560.74,1975.29,0.7267,4.5335,18.3217,0.2223,8.3115,-2.637,-0.0025,-0.5423,-0.2072,-0.6119,-0.1675,-0.2965,-0.0156,-0.122,5.0017,1.3417,0.3756,0.9573,0.0143,0.0284,45981600.0
391,0.4,0.5454,-0.0082,6.0717,565.64,1987.72,0.717,4.535,19.031,0.221,8.3788,-2.6395,-0.0025,-0.5327,-0.205,-0.6228,-0.1913,-0.2913,-0.0159,-0.1222,5.0086,1.2092,0.3743,0.9575,0.0141,0.0284,46099200.0
392,0.4,0.5099,-0.0104,6.0485,548.3,1940.53,0.6689,4.4836,18.7438,0.2198,8.3534,-2.6276,-0.0021,-0.4921,-0.1926,-0.6323,-0.2073,-0.2833,-0.0158,-0.1205,5.0132,1.1597,0.3378,0.9574,0.0141,0.0285,46216800.0
393,0.4,0.5161,-0.0046,6.0388,561.03,1983.28,0.6733,4.5283,18.6721,0.218,8.4297,-2.6526,-0.0023,-0.5053,-0.2061,-0.6605,-0.2466,-0.2909,-0.0165,-0.1248,5.0222,1.2598,0.3527,0.9574,0.0141,0.0284,46334400.0
394,0.4,0.4887,-0.0131,5.9989,578.05,2000.0,0.7177,4.5737,19.9222,0.221,8.4468,-2.6547,-0.0025,-0.5253,-0.2079,-0.6796,-0.1846,-0.2938,-0.0161,-0.123,5.0242,1.17,0.3678,0.9576,0.0141,0.0284,46452000.0
395,0.4,0.4913,-0.013,5.9987,583.6,1995.48,0.7084,4.5626,19.8351,0.2181,8.4421,-2.6651,-0.0023,-0.5211,-0.2107,-0.6591,-0.1744,-0.2917,-0.0159,-0.1224,5.0283,1.1004,0.3598,0.9576,0.0141,0.0283,46569600.0
396,0.4,0.5432,-0.0113,5.9746,587.83,1999.6,0.6975,4.5742,19.7386,0.2199,8.4907,-2.6691,-0.0024,-0.5186,-0.2063,-0.6535,-0.2173,-0.2947,-0.0164,-0.1246,5.0354,1.1202,0.366,0.9577,0.0141,0.0282,46687200.0
397,0.4,0.541,-0.0078,5.9785,576.15,1987.83,0.7211,4.5365,19.5775,0.2228,8.3489,-2.6146,-0.0025,-0.5309,-0.2062,-0.6526,-0.2009,-0.2924,-0.0161,-0.1226,5.0428,1.2025,0.3762,0.9572,0.0144,0.0284,46804800.0
398,0.4,0.4924,-0.0126,5.9569,575.59,1976.63,0.7202,4.4909,19.1556,0.2192,8.2251,-2.5634,-0.0026,-0.5314,-0.2015,-0.6228,-0.1697,-0.2895,-0.0155,-0.1195,5.0437,1.2174,0.3657,0.957,0.0147,0.0283,46922400.0
399,0.4,0.53,-0.0113,5.9429,567.88,1964.29,0.6722,4.4,18.5082,0.2127,8.1421,-2.5489,-0.0023,-0.5006,-0.198,-0.6374,-0.2314,-0.2843,-0.0159,-0.1205,5.0433,1.1503,0.3426,0.9563,0.0147,0.029,47040000.0
400,0.4,0.5599,-0.011,5.9146,564.25,1948.42,0.6648,4.3655,18.9877,0.2066,8.0856,-2.5252,-0.0022,-0.494,-0.201,-0.64,-0.2048,-0.2819,-0.0156,-0.1186,5.0471,1.0682,0.3425,0.9564,0.0148,0.0288,47157600.0
401,0.4,0.5999,-0.0117,5.9046,559.41,1937.68,0.6953,4.3591,17.5669,0.2187,7.9689,-2.4782,-0.0025,-0.5061,-0.1948,-0.6219,-0.2265,-0.2795,-0.0159,-0.1188,5.0466,1.2373,0.3399,0.9559,0.0153,0.0288,47275200.0
402,0.4,0.5066,-0.0111,5.8877,565.44,1942.3,0.6927,4.4942,19.2291,0.2182,8.3049,-2.604,-0.0023,-0.5099,-0.2023,-0.6185,-0.1901,-0.2889,-0.0157,-0.1207,5.0467,1.168,0.359,0.9555,0.0155,0.0291,47392800.0
403,0.4,0.5332,-0.0113,5.8827,578.4,1973.18,0.719,4.5643,19.4045,0.2262,8.393,-2.6075,-0.0025,-0.5274,-0.2065,-0.6306,-0.1757,-0.2937,-0.0158,-0.1226,5.0517,1.2924,0.362,0.9554,0.0155,0.029,47510400.0
404,0.4,0.5822,-0.0094,5.8802,563.56,1969.94,0.7094,4.4048,18.5085,0.2069,8.0514,-2.5109,-0.0026,-0.5269,-0.2142,-0.6496,-0.2088,-0.2912,-0.0159,-0.1211,5.0547,1.1892,0.3655,0.9548,0.0158,0.0294,47628000.0
405,0.4,0.485,-0.0099,5.8562,555.3,1974.64,0.7143,4.5786,19.3991,0.2203,8.4468,-2.6324,-0.0025,-0.5125,-0.2041,-0.6754,-0.1909,-0.2937,-0.0162,-0.1223,5.0564,1.2234,0.3635,0.9549,0.0161,0.029,47745600.0
406,0.4,0.4899,-0.0125,5.846,552.82,1999.08,0.7567,4.5586,18.1632,0.223,8.2532,-2.5741,-0.0028,-0.5532,-0.2104,-0.6599,-0.2373,-0.302,-0.0167,-0.1244,5.0599,1.2949,0.3788,0.9548,0.016,0.0292,47863200.0
407,0.4,0.4829,-0.0122,5.8239,568.0,1994.29,0.7147,4.557,19.4272,0.2267,8.3597,-2.58,-0.0026,-0.5229,-0.1989,-0.6419,-0.2203,-0.2938,-0.0163,-0.124,5.0683,1.2264,0.3568,0.9548,0.0156,0.0296,47980800.0
408,0.39,0.5332,-0.0084,5.7999,560.42,1978.71,0.7281,4.5145,18.5083,0.2238,8.2085,-2.5476,-0.0027,-0.5355,-0.2027,-0.6199,-0.2008,-0.2958,-0.016,-0.1219,5.0736,1.3072,0.367,0.9539,0.0155,0.0306,48098400.0
409,0.39,0.4914,-0.0108,5.7713,560.67,1971.47,0.6848,4.4272,18.6526,0.2151,8.1643,-2.5212,-0.0024,-0.4924,-0.1922,-0.6483,-0.202,-0.284,-0.0157,-0.12,5.0784,1.1609,0.3422,0.9537,0.0155,0.0308,48216000.0
410,0.39,0.4745,-0.0123,5.7533,562.02,1993.13,0.7265,4.5562,18.0159,0.2252,8.3539,-2.5741,-0.0026,-0.5222,-0.2017,-0.6511,-0.1899,-0.2919,-0.0159,-0.1223,5.0817,1.3037,0.3647,0.9537,0.0154,0.0309,48333600.0
411,0.39,0.4721,-0.013,5.7522,567.81,1990.57,0.7272,4.5625,19.1068,0.2283,8.3365,-2.5528,-0.0026,-0.5242,-0.1965,-0.6622,-0.218,-0.2902,-0.0162,-0.1227,5.0873,1.2814,0.3491,0.9541,0.0152,0.0307,48451200.0
412,0.39,0.5586,-0.01,5.7398,566.27,1975.25,0.7173,4.5235,18.7466,0.2274,8.2734,-2.5418,-0.0026,-0.5135,-0.1967,-0.6042,-0.1826,-0.2906,-0.0156,-0.1208,5.0905,1.2005,0.3531,0.9543,0.015,0.0307,48568800.0
413,0.39,0.4651,-0.011,5.7203,570.87,1977.91,0.7452,4.5622,19.2178,0.2194,8.3229,-2.5772,-0.0027,-0.5354,-0.2134,-0.6374,-0.1903,-0.2971,-0.016,-0.1235,5.0918,1.2425,0.3721,0.9541,0.0151,0.0308,48686400.0
414,0.39,0.5469,-0.0093,5.7204,583.18,1988.03,0.7244,4.5493,19.7391,0.2278,8.3278,-2.5523,-0.0025,-0.5138,-0.1936,-0.5883,-0.1592,-0.2904,-0.0155,-0.1204,5.0901,1.1707,0.3544,0.9536,0.0154,0.0311,48804000.0
415,0.39,0.5197,-0.011,5.7104,586.66,1987.19,0.7342,4.5545,19.8342,0.2289,8.2823,-2.5445,-0.0026,-0.5226,-0.193,-0.6133,-0.1953,-0.293,-0.0158,-0.1212,5.0949,1.1403,0.3528,0.9536,0.0156,0.0308,48921600.0
416,0.39,0.5021,-0.0105,5.6853,569.69,1976.18,0.7043,4.5556,18.8081,0.2285,8.3495,-2.5571,-0.0024,-0.493,-0.1915,-0.5866,-0.1684,-0.2899,-0.0156,-0.1197,5.1029,1.2532,0.3314,0.9542,0.0154,0.0304,49039200.0
417,0.39,0.5035,-0.0132,5.6666,575.08,1986.52,0.721,4.532,19.5875,0.2212,8.3101,-2.5438,-0.0026,-0.5155,-0.2007,-0.6649,-0.2175,-0.2916,-0.0163,-0.1225,5.1124,1.1417,0.358,0.9541,0.0156,0.0303,49156800.0
418,0.39,0.5044,-0.0099,5.6734,599.05,1989.65,0.6959,4.5804,20.3927,0.2228,8.4805,-2.5951,-0.0023,-0.4944,-0.2,-0.6462,-0.1806,-0.2903,-0.0159,-0.1227,5.1254,1.0996,0.3421,0.955,0.0154,0.0296,49274400.0
419,0.39,0.4469,-0.011,5.6448,595.94,1995.69,0.7519,4.5682,20.444,0.2232,8.302,-2.533,-0.0028,-0.536,-0.2144,-0.669,-0.2003,-0.2984,-0.0162,-0.1241,5.1348,1.1135,0.3731,0.9555,0.0153,0.0291,49392000.0
420,0.39,0.4936,-0.0115,5.6213,591.27,1979.01,0.7093,4.5654,20.2725,0.2282,8.3809,-2.5473,-0.0024,-0.4974,-0.1919,-0.6209,-0.1714,-0.2901,-0.0157,-0.1212,5.1407,1.0885,0.3366,0.9558,0.0152,0.029,49509600.0
421,0.39,0.4412,-0.0108,5.6112,583.43,1976.86,0.7278,4.5842,19.5344,0.2194,8.4109,-2.5674,-0.0025,-0.511,-0.2028,-0.6399,-0.1438,-0.2934,-0.0155,-0.1211,5.1432,1.2142,0.353,0.956,0.0151,0.0289,49627200.0
422,0.39,0.5087,-0.007,5.5992,558.6,1973.87,0.7374,4.5294,18.0582,0.2187,8.2381,-2.5303,-0.0027,-0.5317,-0.2077,-0.6187,-0.1704,-0.298,-0.0156,-0.1214,5.1453,1.361,0.3683,0.9566,0.015,0.0284,49744800.0
423,0.39,0.4609,-0.0105,5.5677,574.87,1977.69,0.7303,4.572,20.2374,0.2223,8.3873,-2.5611,-0.0026,-0.5118,-0.2012,-0.6291,-0.1704,-0.2926,-0.0157,-0.1218,5.148,1.1228,0.3574,0.9567,0.0147,0.0286,49862400.0
424,0.39,0.4655,-0.0119,5.5691,579.71,1992.05,0.7314,4.5722,19.4528,0.2227,8.3459,-2.5376,-0.0026,-0.5168,-0.2,-0.6527,-0.2124,-0.2939,-0.0163,-0.123,5.1506,1.1937,0.357,0.9572,0.0143,0.0285,49980000.0
425,0.39,0.4674,-0.0106,5.5559,574.51,1995.12,0.7159,4.5992,19.2749,0.2276,8.4427,-2.5596,-0.0025,-0.5094,-0.1941,-0.6477,-0.1909,-0.294,-0.016,-0.1224,5.1566,1.214,0.3447,0.9575,0.0141,0.0284,50097600.0
426,0.39,0.5399,-0.0113,5.5492,566.22,1968.04,0.7016,4.5157,19.1759,0.2235,8.3151,-2.5159,-0.0024,-0.4887,-0.1866,-0.6408,-0.2188,-0.2874,-0.016,-0.1228,5.1613,1.1995,0.3361,0.9576,0.0141,0.0283,50215200.0
427,0.39,0.453,-0.0107,5.5386,556.77,1968.04,0.7075,4.6075,18.7481,0.2293,8.4745,-2.5634,-0.0024,-0.49,-0.1922,-0.6423,-0.2,-0.2905,-0.0161,-0.1233,5.1654,1.3297,0.3349,0.958,0.014,0.028,50332800.0
428,0.39,0.4523,-0.0109,5.533,576.11,1996.72,0.7178,4.586,19.0721,0.2248,8.4045,-2.5476,-0.0025,-0.4977,-0.2022,-0.6468,-0.2063,-0.2932,-0.0162,-0.1232,5.1675,1.2251,0.3431,0.9581,0.0137,0.0282,50450400.0
429,0.39,0.4565,-0.0107,5.5138,569.11,1999.64,0.7449,4.5667,18.6644,0.2126,8.3389,-2.5431,-0.0027,-0.5297,-0.2204,-0.6634,-0.1822,-0.3032,-0.016,-0.1248,5.1695,1.3215,0.3769,0.9587,0.0134,0.0279,50568000.0
430,0.38,0.4847,-0.0122,5.4972,555.48,1972.39,0.698,4.5,18.4099,0.2206,8.2718,-2.4932,-0.0023,-0.4791,-0.1867,-0.5895,-0.1626,-0.2809,-0.0151,-0.1186,5.1721,1.2511,0.3164,0.9587,0.0133,0.028,50685600.0
431,0.38,0.4358,-0.0121,5.4528,581.05,1960.7,0.7344,4.527,20.4227,0.2224,8.231,-2.4919,-0.0026,-0.5139,-0.1993,-0.646,-0.2259,-0.2938,-0.0162,-0.1235,5.1773,1.0828,0.35,0.9577,0.0137,0.0286,50803200.0
432,0.38,0.4155,-0.0103,5.4393,591.49,2000.0,0.7268,4.5889,20.1367,0.2194,8.3999,-2.5539,-0.0025,-0.5052,-0.2084,-0.6629,-0.1979,-0.2992,-0.0162,-0.124,5.181,1.1372,0.354,0.9576,0.0136,0.0288,50920800.0
433,0.38,0.4603,-0.012,5.3798,585.65,1990.4,0.7073,4.5615,20.4797,0.2247,8.3948,-2.5141,-0.0024,-0.4877,-0.1995,-0.6251,-0.173,-0.2872,-0.0157,-0.121,5.189,1.055,0.3344,0.9578,0.0136,0.0286,51038400.0
434,0.38,0.4171,-0.0107,5.3772,581.46,1988.15,0.7586,4.5686,19.8829,0.2219,8.2748,-2.5094,-0.0028,-0.5233,-0.2067,-0.6399,-0.1708,-0.299,-0.0159,-0.1222,5.195,1.1408,0.3695,0.9579,0.0137,0.0285,51156000.0
435,0.38,0.4752,-0.0107,5.357,573.75,1981.0,0.727,4.5354,18.8647,0.2277,8.2398,-2.4712,-0.0026,-0.4998,-0.1886,-0.6317,-0.1628,-0.2952,-0.0155,-0.1204,5.1947,1.2325,0.3428,0.9576,0.0138,0.0287,51273600.0
436,0.38,0.4286,-0.0121,5.3386,587.2,1981.44,0.7476,4.5906,19.6117,0.2249,8.329,-2.4951,-0.0027,-0.5109,-0.1983,-0.6575,-0.179,-0.2997,-0.016,-0.123,5.1979,1.1747,0.3498,0.9571,0.0139,0.0291,51391200.0
437,0.38,0.4806,-0.0103,5.33,575.14,1972.3,0.7252,4.5322,18.3808,0.2277,8.2296,-2.4557,-0.0026,-0.4952,-0.1898,-0.5952,-0.1779,-0.29,-0.0156,-0.1215,5.2041,1.2685,0.3302,0.9575,0.0137,0.0288,51508800.0
438,0.38,0.4256,-0.0104,5.3001,558.94,1970.74,0.743,4.5849,18.6776,0.224,8.3085,-2.5058,-0.0027,-0.5146,-0.2006,-0.6518,-0.221,-0.2999,-0.0165,-0.1242,5.2057,1.3002,0.3512,0.9573,0.0139,0.0288,51626400.0
439,0.38,0.4207,-0.0129,5.2865,567.84,1985.95,0.7369,4.558,18.8678,0.2166,8.2939,-2.4944,-0.0026,-0.5069,-0.2053,-0.6444,-0.1808,-0.2965,-0.0158,-0.1225,5.207,1.2261,0.3463,0.957,0.0139,0.0292,51744000.0
440,0.38,0.4224,-0.0116,5.2621,576.32,1990.52,0.7054,4.6005,18.897,0.228,8.4447,-2.5307,-0.0024,-0.4828,-0.1891,-0.6286,-0.1923,-0.2934,-0.016,-0.1232,5.2087,1.2975,0.3265,0.9569,0.0137,0.0294,51861600.0
441,0.38,0.4737,-0.0101,5.2464,576.24,1976.78,0.7467,4.5443,19.6864,0.2306,8.2009,-2.444,-0.0027,-0.5018,-0.1844,-0.6252,-0.1985,-0.2897,-0.0158,-0.1212,5.212,1.1343,0.3308,0.9567,0.0137,0.0296,51979200.0
442,0.38,0.4174,-0.0134,5.2192,573.95,1981.94,0.7439,4.5866,18.9304,0.2263,8.3103,-2.4947,-0.0027,-0.5054,-0.1955,-0.6144,-0.1647,-0.2974,-0.0156,-0.1212,5.2179,1.2858,0.3429,0.9561,0.0139,0.03,52096800.0
443,0.37,0.4153,-0.0093,5.2105,576.28,1996.9,0.7205,4.6087,19.8294,0.2225,8.4535,-2.5288,-0.0024,-0.4921,-0.201,-0.6464,-0.1769,-0.2917,-0.0157,-0.123,5.2223,1.1989,0.3359,0.956,0.0139,0.0301,52214400.0
444,0.37,0.4134,-0.0113,5.1815,581.54,1960.64,0.7361,4.4864,19.6106,0.22,8.1182,-2.4335,-0.0027,-0.5035,-0.1907,-0.5966,-0.1623,-0.289,-0.0152,-0.1196,5.2221,1.1605,0.3405,0.9556,0.0143,0.0301,52332000.0
445,0.37,0.4039,-0.0132,5.1749,569.24,1991.23,0.7105,4.6149,17.6943,0.2277,8.459,-2.5183,-0.0024,-0.4795,-0.1917,-0.6326,-0.1857,-0.295,-0.0159,-0.1231,5.219,1.3763,0.3259,0.9558,0.0139,0.0303,52449600.0
446,0.37,0.4037,-0.0125,5.1647,561.21,1996.5,0.7448,4.5892,18.6713,0.2271,8.3109,-2.4702,-0.0027,-0.5059,-0.1951,-0.6163,-0.1744,-0.2954,-0.0158,-0.1225,5.2251,1.2487,0.3389,0.9561,0.0135,0.0305,52567200.0
447,0.37,0.4036,-0.0112,5.1431,570.76,1994.86,0.707,4.6086,18.8919,0.231,8.4501,-2.5084,-0.0024,-0.4764,-0.1885,-0.5993,-0.1811,-0.2918,-0.0158,-0.1224,5.2283,1.2664,0.3203,0.9559,0.0134,0.0306,52684800.0
448,0.37,0.4888,-0.0111,5.1176,578.31,1975.56,0.732,4.5218,20.3698,0.2225,8.218,-2.4442,-0.0026,-0.5021,-0.2012,-0.6027,-0.1552,-0.2954,-0.0152,-0.1211,5.2375,1.0534,0.3414,0.9562,0.0133,0.0305,52802400.0
449,0.37,0.447,-0.0099,5.0892,572.8,1945.69,0.722,4.5188,19.1912,0.2187,8.2361,-2.4667,-0.0025,-0.4846,-0.1995,-0.6402,-0.1874,-0.2938,-0.0158,-0.1217,5.2394,1.1436,0.3349,0.9559,0.0135,0.0306,52920000.0
450,0.37,0.5048,-0.0097,5.074,556.5,1936.51,0.7178,4.5328,18.7142,0.2314,8.249,-2.4342,-0.0025,-0.4782,-0.1864,-0.582,-0.1598,-0.2885,-0.0152,-0.12,5.24,1.239,0.3216,0.9553,0.0136,0.031,53037600.0
451,0.37,0.4962,-0.0103,5.0597,544.51,1927.57,0.7204,4.4631,17.0541,0.219,8.1207,-2.4069,-0.0025,-0.4839,-0.1898,-0.5999,-0.1775,-0.2898,-0.0154,-0.1194,5.2462,1.3203,0.3348,0.9546,0.0139,0.0316,53155200.0
452,0.37,0.4893,-0.0113,5.0373,571.18,1940.72,0.7326,4.4702,20.7515,0.2168,8.1032,-2.4155,-0.0025,-0.4946,-0.1952,-0.5989,-0.1747,-0.2923,-0.0152,-0.1198,5.2537,0.9877,0.337,0.9541,0.0142,0.0317,53272800.0
453,0.37,0.5685,-0.0084,5.0388,554.75,1909.57,0.6995,4.4589,18.4936,0.2103,8.1781,-2.4298,-0.0023,-0.4719,-0.1918,-0.6343,-0.1653,-0.289,-0.0152,-0.1196,5.2585,1.1837,0.3258,0.954,0.0144,0.0316,53390400.0
454,0.37,0.4083,-0.009,5.0139,555.09,1944.25,0.7532,4.5796,19.5778,0.2222,8.3075,-2.4655,-0.0027,-0.5023,-0.2039,-0.6454,-0.1738,-0.2992,-0.0157,-0.1229,5.2597,1.2359,0.3535,0.9537,0.0145,0.0318,53508000.0
455,0.37,0.5071,-0.0099,5.0078,582.02,1979.43,0.7242,4.556,19.8454,0.2192,8.3033,-2.4746,-0.0025,-0.4847,-0.1962,-0.6073,-0.1545,-0.2965,-0.0154,-0.1212,5.2649,1.1407,0.3336,0.9532,0.0146,0.0322,53625600.0
456,0.37,0.42,-0.012,4.984,589.34,1974.29,0.7456,4.5719,21.0278,0.2217,8.305,-2.4612,-0.0027,-0.4987,-0.197,-0.6362,-0.1997,-0.2975,-0.016,-0.1234,5.265,1.128,0.3463,0.9529,0.0148,0.0323,53743200.0
457,0.37,0.4004,-0.0129,4.9701,586.03,1990.59,0.7381,4.5938,19.4151,0.2275,8.3477,-2.4685,-0.0026,-0.4932,-0.1929,-0.6169,-0.1972,-0.3005,-0.0161,-0.1226,5.2683,1.2231,0.3438,0.9532,0.0148,0.032,53860800.0
458,0.37,0.3955,-0.01,4.9619,575.83,1998.72,0.728,4.604,18.855,0.2223,8.4238,-2.492,-0.0025,-0.4878,-0.201,-0.6367,-0.2092,-0.298,-0.0162,-0.1244,5.2731,1.2599,0.3413,0.9541,0.0146,0.0313,53978400.0
459,0.37,0.3939,-0.0134,4.9391,566.35,1999.37,0.7444,4.6105,17.6549,0.2278,8.3603,-2.4595,-0.0026,-0.4948,-0.1932,-0.6098,-0.1873,-0.2969,-0.0158,-0.1233,5.2743,1.3774,0.3331,0.9546,0.0144,0.031,54096000.0
460,0.37,0.3986,-0.0101,4.9343,559.87,1995.32,0.7599,4.5784,18.3521,0.2183,8.2718,-2.4511,-0.0027,-0.5113,-0.2077,-0.6178,-0.1662,-0.3011,-0.0155,-0.1221,5.2835,1.3212,0.355,0.9552,0.0142,0.0306,54213600.0
461,0.37,0.4059,-0.0132,4.9181,568.01,1979.73,0.7005,4.5645,19.4295,0.2241,8.3782,-2.4683,-0.0022,-0.4602,-0.1893,-0.5817,-0.152,-0.289,-0.0151,-0.1197,5.2854,1.1836,0.3102,0.9551,0.0138,0.031,54331200.0
462,0.37,0.4514,-0.0083,4.9106,586.32,1982.26,0.7352,4.5832,20.037,0.222,8.3515,-2.4483,-0.0025,-0.4872,-0.1999,-0.6235,-0.1939,-0.2958,-0.0159,-0.1229,5.2861,1.1748,0.3379,0.9546,0.0137,0.0318,54448800.0
463,0.37,0.4227,-0.0089,4.9035,576.45,1984.98,0.7476,4.566,20.1479,0.2264,8.2731,-2.4274,-0.0027,-0.4897,-0.193,-0.6104,-0.1657,-0.2976,-0.0156,-0.1205,5.2881,1.1332,0.343,0.9546,0.0136,0.0319,54566400.0
464,0.37,0.4225,-0.0069,4.8954,580.15,1985.12,0.7809,4.5507,20.2714,0.2111,8.1665,-2.4212,-0.003,-0.5266,-0.2155,-0.6515,-0.2162,-0.3062,-0.0164,-0.1235,5.2895,1.128,0.3656,0.9538,0.0135,0.0328,54684000.0
465,0.36,0.5274,-0.0079,4.8693,559.71,1962.05,0.7422,4.5266,18.7326,0.2168,8.1731,-2.4163,-0.0027,-0.4946,-0.1979,-0.6234,-0.1949,-0.3002,-0.0158,-0.1215,5.2918,1.2517,0.3399,0.9535,0.0136,0.0329,54801600.0
466,0.36,0.4255,-0.0101,4.8514,565.07,1963.81,0.7073,4.5845,20.3038,0.2268,8.4078,-2.4568,-0.0024,-0.4654,-0.1865,-0.6183,-0.176,-0.2929,-0.0157,-0.1217,5.2947,1.143,0.3206,0.9536,0.0136,0.0328,54919200.0
467,0.36,0.4516,-0.0098,4.846,593.92,1990.95,0.7373,4.5783,20.0941,0.231,8.3027,-2.4216,-0.0026,-0.4846,-0.1859,-0.6203,-0.1904,-0.2943,-0.0158,-0.1212,5.2981,1.1557,0.3323,0.9533,0.0136,0.0331,55036800.0
468,0.36,0.4147,-0.009,4.8288,585.17,1990.15,0.7326,4.5903,19.8263,0.2294,8.3528,-2.4377,-0.0026,-0.4833,-0.1899,-0.6209,-0.1865,-0.2964,-0.0159,-0.1222,5.3001,1.1879,0.3299,0.953,0.0135,0.0335,55154400.0
469,0.36,0.4337,-0.0108,4.8085,581.16,1984.76,0.7396,4.5784,19.4659,0.2249,8.2789,-2.4142,-0.0027,-0.4891,-0.1936,-0.6277,-0.2195,-0.2992,-0.0162,-0.1235,5.3009,1.2028,0.3268,0.9526,0.0134,0.0339,55272000.0
470,0.36,0.4257,-0.0121,4.8139,569.78,1989.39,0.7302,4.5852,18.2142,0.23,8.3015,-2.4229,-0.0026,-0.4744,-0.1881,-0.5826,-0.1736,-0.2984,-0.0156,-0.1204,5.2997,1.3033,0.3221,0.9523,0.0136,0.0341,55389600.0
471,0.36,0.4044,-0.0126,4.7932,563.93,1991.14,0.7695,4.609,18.7519,0.2324,8.276,-2.3994,-0.0028,-0.5002,-0.1906,-0.631,-0.1534,-0.2996,-0.0154,-0.1205,5.3005,1.2999,0.3347,0.952,0.0134,0.0346,55507200.0
472,0.36,0.4059,-0.0123,4.7869,590.88,1991.43,0.7318,4.6067,21.0661,0.2292,8.4159,-2.4366,-0.0025,-0.4753,-0.1901,-0.6033,-0.1805,-0.2945,-0.0158,-0.1211,5.3009,1.045,0.3243,0.9522,0.013,0.0348,55624800.0
473,0.36,0.4639,-0.0113,4.7783,582.15,1973.8,0.7256,4.5407,18.5375,0.23,8.2362,-2.3726,-0.0025,-0.4648,-0.178,-0.5853,-0.1657,-0.289,-0.0154,-0.1186,5.3035,1.2342,0.3114,0.952,0.0128,0.0352,55742400.0
