iteration,total_iterations,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps,iteration_time_s
1077,30000,0.21,0.1162,0.0001,-1.5699,825.27,2000.0,2.3274,4.741,27.7361,0.1623,9.5362,-1.2642,-0.0211,-0.3101,-0.1851,-0.6263,-0.0928,-0.554,-0.0151,-0.088,5.3123,0.178,0.2169,1.0,0.0,0.0,126772800.0,1.99
1078,30000,0.21,0.1167,-0.0046,-1.5892,824.69,2000.0,2.3427,4.7518,28.0477,0.1617,9.5541,-1.2676,-0.0202,-0.308,-0.1871,-0.6223,-0.0861,-0.5514,-0.0151,-0.0881,5.3127,0.15,0.2075,1.0,0.0,0.0,126890400.0,1.98
1079,30000,0.21,0.1182,-0.0023,-1.5906,830.33,2000.0,2.3171,4.7486,28.0488,0.1625,9.5597,-1.2673,-0.0194,-0.3077,-0.173,-0.6271,-0.0654,-0.5492,-0.0149,-0.0875,5.3108,0.1508,0.2103,1.0,0.0,0.0,127008000.0,2.18
1080,30000,0.21,0.1182,-0.0029,-1.6133,823.71,2000.0,2.2963,4.7518,27.387,0.1625,9.5651,-1.2715,-0.0199,-0.3068,-0.178,-0.6289,-0.0797,-0.5522,-0.015,-0.0887,5.3157,0.2107,0.2074,1.0,0.0,0.0,127125600.0,1.96
1081,30000,0.21,0.1194,-0.0026,-1.6194,811.4,2000.0,2.3163,4.7496,27.3412,0.163,9.5377,-1.269,-0.02,-0.3097,-0.1764,-0.6254,-0.0768,-0.5515,-0.015,-0.0874,5.3198,0.2145,0.2094,1.0,0.0,0.0,127243200.0,1.98
1082,30000,0.21,0.1214,-0.0032,-1.6403,808.59,2000.0,2.348,4.7341,26.212,0.1629,9.506,-1.2578,-0.0209,-0.3118,-0.1782,-0.6196,-0.0706,-0.5625,-0.0149,-0.0867,5.3213,0.3162,0.2227,1.0,0.0,0.0,127360800.0,2.01
1083,30000,0.21,0.1209,-0.0018,-1.5987,814.36,2000.0,2.3331,4.7414,27.5984,0.163,9.5435,-1.2636,-0.0202,-0.3083,-0.1748,-0.6272,-0.0758,-0.5522,-0.0149,-0.0877,5.3227,0.1918,0.2164,1.0,0.0,0.0,127478400.0,1.96
1084,30000,0.21,0.1196,0.0008,-1.5964,830.72,2000.0,2.3398,4.748,28.0944,0.1617,9.5723,-1.2657,-0.0199,-0.309,-0.1802,-0.6274,-0.0771,-0.5513,-0.0148,-0.088,5.3198,0.1466,0.2107,1.0,0.0,0.0,127596000.0,2.0
1085,30000,0.21,0.1194,-0.0048,-1.6063,831.29,2000.0,2.3468,4.7451,27.9408,0.1621,9.5677,-1.2648,-0.0207,-0.3081,-0.1834,-0.6215,-0.0655,-0.5551,-0.0148,-0.0876,5.3188,0.1609,0.2132,1.0,0.0,0.0,127713600.0,1.97
1086,30000,0.21,0.1192,-0.0033,-1.5998,828.41,2000.0,2.3425,4.7421,27.5182,0.1621,9.5457,-1.2618,-0.0204,-0.3106,-0.1794,-0.6254,-0.0735,-0.5543,-0.0148,-0.0877,5.3184,0.1986,0.2159,1.0,0.0,0.0,127831200.0,1.97
1087,30000,0.21,0.1186,-0.0036,-1.5985,827.5,2000.0,2.3456,4.7462,27.7994,0.162,9.5369,-1.2615,-0.0208,-0.3118,-0.1835,-0.6288,-0.1061,-0.5528,-0.0152,-0.0887,5.3222,0.1724,0.2122,1.0,0.0,0.0,127948800.0,1.96
1088,30000,0.21,0.1212,-0.0031,-1.6002,827.01,2000.0,2.3388,4.7503,28.0479,0.1607,9.5708,-1.2672,-0.0207,-0.3099,-0.1877,-0.626,-0.0771,-0.5548,-0.0148,-0.0889,5.3232,0.151,0.2088,1.0,0.0,0.0,128066400.0,1.97
1089,30000,0.21,0.1201,-0.0031,-1.5959,827.11,2000.0,2.3343,4.7477,27.5647,0.1621,9.5594,-1.2601,-0.0209,-0.3131,-0.1826,-0.6286,-0.0759,-0.5587,-0.0149,-0.088,5.3267,0.1939,0.211,1.0,0.0,0.0,128184000.0,1.98
1090,30000,0.21,0.1199,-0.0018,-1.6018,829.36,2000.0,2.3334,4.749,27.8316,0.1617,9.5518,-1.2631,-0.0196,-0.3099,-0.1813,-0.6266,-0.0704,-0.5507,-0.0149,-0.0881,5.3315,0.1707,0.2098,1.0,0.0,0.0,128301600.0,1.99
1091,30000,0.21,0.1191,-0.0022,-1.5638,830.4,2000.0,2.3424,4.7445,27.848,0.1621,9.5469,-1.2632,-0.0203,-0.3105,-0.1858,-0.6281,-0.0708,-0.5547,-0.0149,-0.0879,5.333,0.1688,0.2138,1.0,0.0,0.0,128419200.0,1.95
1092,30000,0.21,0.1195,-0.0019,-1.5438,831.88,2000.0,2.3358,4.7508,27.7237,0.1611,9.5616,-1.2615,-0.0198,-0.3098,-0.1823,-0.6302,-0.0794,-0.5537,-0.0149,-0.0886,5.3335,0.1799,0.2082,1.0,0.0,0.0,128536800.0,2.01
1093,30000,0.21,0.1207,0.0002,-1.5608,821.99,2000.0,2.3529,4.7474,26.6305,0.1624,9.5254,-1.2573,-0.0208,-0.3097,-0.1799,-0.6298,-0.0946,-0.5584,-0.0151,-0.0884,5.336,0.2793,0.2112,1.0,0.0,0.0,128654400.0,2.04
1094,30000,0.21,0.1194,-0.0041,-1.5689,819.56,2000.0,2.3236,4.7513,27.412,0.1615,9.5737,-1.2632,-0.0196,-0.3068,-0.1736,-0.6312,-0.0757,-0.5549,-0.0148,-0.0885,5.3356,0.2088,0.2079,1.0,0.0,0.0,128772000.0,2.12
1095,30000,0.21,0.1194,-0.0029,-1.5682,821.74,2000.0,2.3254,4.7511,27.475,0.1621,9.5695,-1.2641,-0.0203,-0.3042,-0.1827,-0.6308,-0.0645,-0.558,-0.0149,-0.088,5.3396,0.2032,0.2081,1.0,0.0,0.0,128889600.0,2.05
1096,30000,0.21,0.1178,-0.0024,-1.5712,823.0,2000.0,2.344,4.7452,27.1973,0.1621,9.5583,-1.265,-0.0203,-0.3134,-0.1859,-0.6264,-0.0685,-0.5576,-0.0148,-0.0881,5.3434,0.2277,0.213,1.0,0.0,0.0,129007200.0,1.98
1097,30000,0.21,0.1185,-0.0034,-1.5584,819.58,2000.0,2.3414,4.742,26.945,0.1618,9.5503,-1.2637,-0.0209,-0.3079,-0.1925,-0.6249,-0.0688,-0.5612,-0.0149,-0.0884,5.3477,0.2503,0.2159,1.0,0.0,0.0,129124800.0,2.12
1098,30000,0.21,0.1165,-0.0025,-1.5747,817.28,2000.0,2.3306,4.757,27.6511,0.161,9.5626,-1.2638,-0.0199,-0.3063,-0.1824,-0.638,-0.0887,-0.5569,-0.015,-0.0898,5.3533,0.1874,0.203,1.0,0.0,0.0,129242400.0,2.17
1099,30000,0.21,0.1167,-0.003,-1.5954,814.19,2000.0,2.3359,4.7454,27.1156,0.1616,9.5535,-1.2598,-0.0207,-0.308,-0.1905,-0.6295,-0.0823,-0.5617,-0.015,-0.0886,5.3581,0.2347,0.2131,1.0,0.0,0.0,129360000.0,2.04
1100,30000,0.21,0.1178,-0.0028,-1.5968,823.76,2000.0,2.3365,4.7459,28.1606,0.1606,9.5753,-1.2659,-0.02,-0.3091,-0.1874,-0.6345,-0.0853,-0.5573,-0.0149,-0.0894,5.3616,0.1406,0.2125,1.0,0.0,0.0,129477600.0,2.16
1101,30000,0.21,0.1205,-0.0014,-1.602,833.23,2000.0,2.3274,4.7515,27.9738,0.1625,9.5519,-1.2601,-0.0199,-0.3116,-0.1778,-0.6348,-0.0736,-0.5582,-0.0148,-0.0881,5.3598,0.1567,0.2077,1.0,0.0,0.0,129595200.0,1.96
1102,30000,0.21,0.1197,-0.0033,-1.6019,826.96,2000.0,2.3452,4.7526,27.6291,0.1624,9.5752,-1.2601,-0.0201,-0.306,-0.1833,-0.6303,-0.0798,-0.5581,-0.015,-0.0883,5.3638,0.1889,0.2067,1.0,0.0,0.0,129712800.0,1.96
1103,30000,0.21,0.1192,-0.0014,-1.5955,824.41,2000.0,2.3524,4.7481,27.1454,0.1619,9.551,-1.2614,-0.0207,-0.3139,-0.192,-0.6292,-0.0757,-0.5604,-0.0149,-0.0883,5.3657,0.2325,0.2106,1.0,0.0,0.0,129830400.0,2.0
1104,30000,0.21,0.1205,-0.0048,-1.5956,826.66,2000.0,2.3354,4.7479,27.7712,0.1626,9.5674,-1.2618,-0.0195,-0.3076,-0.183,-0.6298,-0.0856,-0.557,-0.0151,-0.0885,5.3678,0.1761,0.2108,1.0,0.0,0.0,129948000.0,1.96
1105,30000,0.21,0.12,-0.0031,-1.6209,820.41,2000.0,2.343,4.7507,27.204,0.162,9.5567,-1.2553,-0.0202,-0.3083,-0.1881,-0.6316,-0.0815,-0.5617,-0.015,-0.0887,5.3733,0.2274,0.2085,1.0,0.0,0.0,130065600.0,2.02
1106,30000,0.21,0.1206,0.0001,-1.6282,824.9,2000.0,2.3327,4.7502,27.0129,0.1631,9.5271,-1.2568,-0.0197,-0.3127,-0.1843,-0.6296,-0.0718,-0.5587,-0.0149,-0.0876,5.3763,0.2443,0.2089,1.0,0.0,0.0,130183200.0,1.98
1107,30000,0.21,0.1195,-0.0055,-1.6273,816.83,2000.0,2.3463,4.7566,26.9895,0.1621,9.5846,-1.2618,-0.0197,-0.3083,-0.1909,-0.6306,-0.0699,-0.5615,-0.0148,-0.0887,5.3798,0.2472,0.2033,1.0,0.0,0.0,130300800.0,1.99
1108,30000,0.21,0.1185,-0.002,-1.6107,817.56,2000.0,2.3491,4.7499,27.8551,0.1619,9.5721,-1.2603,-0.0201,-0.311,-0.1932,-0.6323,-0.0723,-0.5641,-0.0148,-0.0884,5.3776,0.1682,0.209,1.0,0.0,0.0,130418400.0,2.02
1109,30000,0.21,0.1193,-0.0034,-1.6292,827.04,2000.0,2.3135,4.7616,27.9527,0.1621,9.5886,-1.2625,-0.0193,-0.3019,-0.1854,-0.6356,-0.0791,-0.5562,-0.0151,-0.0892,5.3777,0.1594,0.199,1.0,0.0,0.0,130536000.0,1.91
1110,30000,0.21,0.1178,-0.0029,-1.6124,828.89,2000.0,2.3369,4.759,27.747,0.1614,9.5893,-1.2621,-0.0195,-0.3066,-0.1843,-0.631,-0.0726,-0.5576,-0.0148,-0.0888,5.3837,0.1781,0.2014,1.0,0.0,0.0,130653600.0,2.03
1111,30000,0.21,0.1179,-0.0031,-1.5884,823.01,2000.0,2.3453,4.7474,27.4888,0.1625,9.5748,-1.2592,-0.0198,-0.307,-0.1857,-0.6304,-0.083,-0.56,-0.015,-0.0887,5.3862,0.2015,0.2113,1.0,0.0,0.0,130771200.0,1.96
1112,30000,0.21,0.118,-0.0019,-1.5798,826.66,2000.0,2.3331,4.7591,27.8502,0.1627,9.5901,-1.2614,-0.0191,-0.3083,-0.1858,-0.6382,-0.063,-0.5588,-0.0149,-0.0884,5.3854,0.169,0.2011,1.0,0.0,0.0,130888800.0,2.06
1113,30000,0.21,0.1191,-0.0023,-1.5559,819.04,2000.0,2.3475,4.7463,27.1913,0.1629,9.5723,-1.2572,-0.021,-0.3121,-0.1894,-0.6258,-0.0671,-0.5605,-0.0148,-0.0877,5.3861,0.2282,0.2124,1.0,0.0,0.0,131006400.0,1.98
1114,30000,0.21,0.1169,-0.0026,-1.5505,816.44,2000.0,2.3476,4.747,27.2095,0.1639,9.547,-1.2532,-0.021,-0.3104,-0.1924,-0.626,-0.0764,-0.5706,-0.015,-0.0874,5.3867,0.2254,0.2115,1.0,0.0,0.0,131124000.0,1.95
1115,30000,0.21,0.1172,-0.0036,-1.5606,823.01,2000.0,2.3284,4.7519,27.1351,0.1636,9.5569,-1.259,-0.02,-0.3097,-0.1898,-0.6302,-0.0609,-0.5643,-0.0149,-0.0877,5.3848,0.2333,0.2074,1.0,0.0,0.0,131241600.0,1.95
1116,30000,0.21,0.1167,-0.0004,-1.5504,822.43,2000.0,2.3331,4.756,27.1414,0.163,9.5522,-1.2603,-0.0201,-0.31,-0.1948,-0.6309,-0.0747,-0.5673,-0.015,-0.0887,5.3846,0.2321,0.2038,1.0,0.0,0.0,131359200.0,1.96
1117,30000,0.21,0.1175,-0.0048,-1.5804,824.96,2000.0,2.3538,4.7522,27.489,0.1627,9.5851,-1.2559,-0.0198,-0.3045,-0.1857,-0.6293,-0.0717,-0.5627,-0.015,-0.0881,5.3825,0.2016,0.2071,1.0,0.0,0.0,131476800.0,1.98
1118,30000,0.21,0.1174,-0.0034,-1.5732,829.45,2000.0,2.3404,4.7489,27.9169,0.1622,9.6035,-1.2612,-0.0201,-0.3099,-0.1922,-0.6341,-0.0782,-0.5609,-0.0149,-0.0892,5.3789,0.1627,0.2099,1.0,0.0,0.0,131594400.0,1.96
1119,30000,0.21,0.1178,-0.0014,-1.5791,824.44,2000.0,2.3326,4.7577,27.1126,0.1627,9.5732,-1.257,-0.0203,-0.3066,-0.1989,-0.6306,-0.072,-0.5663,-0.0149,-0.0883,5.3808,0.2355,0.2022,1.0,0.0,0.0,131712000.0,2.0
1120,30000,0.21,0.1155,-0.003,-1.5981,815.77,2000.0,2.3382,4.755,27.081,0.1635,9.5723,-1.255,-0.0201,-0.3082,-0.189,-0.6362,-0.0771,-0.5609,-0.015,-0.088,5.3851,0.2382,0.2046,1.0,0.0,0.0,131829600.0,2.01
1121,30000,0.21,0.1147,-0.0037,-1.5689,816.89,2000.0,2.3462,4.7523,27.454,0.1624,9.5794,-1.2589,-0.02,-0.3125,-0.1983,-0.6304,-0.0636,-0.5622,-0.0148,-0.0881,5.3876,0.2048,0.207,1.0,0.0,0.0,131947200.0,2.03
1122,30000,0.21,0.1128,-0.0033,-1.5604,819.34,2000.0,2.3202,4.7692,26.9574,0.1627,9.58,-1.2657,-0.019,-0.3058,-0.1925,-0.631,-0.0556,-0.5639,-0.0148,-0.0882,5.391,0.2502,0.1925,1.0,0.0,0.0,132064800.0,2.02
1123,30000,0.21,0.1128,-0.0044,-1.5729,820.29,2000.0,2.3439,4.7558,27.1167,0.1622,9.5803,-1.259,-0.0203,-0.3094,-0.2024,-0.6299,-0.0679,-0.5657,-0.0149,-0.0888,5.3901,0.2354,0.2041,1.0,0.0,0.0,132182400.0,2.01
1124,30000,0.21,0.1167,-0.0028,-1.5615,827.69,2000.0,2.3412,4.7561,27.9518,0.163,9.5892,-1.2592,-0.0195,-0.3053,-0.1936,-0.6307,-0.0819,-0.5641,-0.015,-0.0888,5.3915,0.1597,0.2037,1.0,0.0,0.0,132300000.0,1.97
1125,30000,0.21,0.1123,-0.0039,-1.5691,823.37,2000.0,2.3447,4.7631,27.6714,0.1618,9.5665,-1.2581,-0.0199,-0.3106,-0.2003,-0.6351,-0.0765,-0.5614,-0.0149,-0.0891,5.3916,0.1849,0.1977,1.0,0.0,0.0,132417600.0,2.02
1126,30000,0.21,0.1135,-0.003,-1.5735,827.06,2000.0,2.3498,4.745,27.4753,0.1636,9.557,-1.2562,-0.0204,-0.3106,-0.1942,-0.6277,-0.0686,-0.568,-0.0149,-0.0877,5.3951,0.2025,0.2135,1.0,0.0,0.0,132535200.0,2.01
1127,30000,0.21,0.1131,-0.0026,-1.5822,821.4,2000.0,2.3462,4.7568,27.5057,0.1647,9.5779,-1.2543,-0.0199,-0.3052,-0.1838,-0.6242,-0.0655,-0.5667,-0.0149,-0.087,5.3999,0.2004,0.2031,1.0,0.0,0.0,132652800.0,1.96
1128,30000,0.21,0.1135,-0.004,-1.5974,816.2,2000.0,2.338,4.7517,26.6431,0.162,9.5607,-1.256,-0.0201,-0.3089,-0.1957,-0.631,-0.0815,-0.5721,-0.0149,-0.0889,5.4049,0.2777,0.2075,1.0,0.0,0.0,132770400.0,1.98
1129,30000,0.21,0.1143,-0.0026,-1.594,822.25,2000.0,2.3355,4.7605,27.626,0.1632,9.5644,-1.2582,-0.0197,-0.3096,-0.1946,-0.6316,-0.0804,-0.5631,-0.0151,-0.0884,5.4046,0.189,0.1999,1.0,0.0,0.0,132888000.0,2.0
1130,30000,0.21,0.1149,-0.0033,-1.6146,832.46,2000.0,2.3391,4.7554,27.9136,0.1636,9.5806,-1.258,-0.0196,-0.3084,-0.2051,-0.6288,-0.0696,-0.5694,-0.015,-0.0882,5.4034,0.1632,0.2043,1.0,0.0,0.0,133005600.0,1.98
1131,30000,0.21,0.1143,-0.0027,-1.583,832.37,2000.0,2.3459,4.7573,27.4707,0.1638,9.5926,-1.2623,-0.0203,-0.3154,-0.2133,-0.6324,-0.078,-0.5684,-0.015,-0.0887,5.4045,0.2031,0.2026,1.0,0.0,0.0,133123200.0,1.97
1132,30000,0.21,0.1143,-0.0019,-1.5725,828.75,2000.0,2.3448,4.7555,27.6704,0.1636,9.5928,-1.2559,-0.0198,-0.3095,-0.2011,-0.6283,-0.0696,-0.5688,-0.0149,-0.0878,5.4019,0.185,0.2043,1.0,0.0,0.0,133240800.0,1.99
1133,30000,0.21,0.1155,-0.0015,-1.5741,826.17,2000.0,2.3524,4.7575,27.5257,0.1634,9.6096,-1.256,-0.0198,-0.309,-0.1994,-0.6329,-0.071,-0.5657,-0.015,-0.0887,5.401,0.1983,0.2025,1.0,0.0,0.0,133358400.0,1.98
1134,30000,0.21,0.1155,-0.0045,-1.557,817.36,2000.0,2.3321,4.7634,27.206,0.1634,9.5833,-1.2597,-0.0199,-0.3073,-0.1986,-0.6318,-0.0808,-0.5657,-0.0151,-0.0892,5.4024,0.2274,0.1976,1.0,0.0,0.0,133476000.0,2.01
1135,30000,0.21,0.1153,0.0001,-1.566,823.89,2000.0,2.3507,4.7539,27.0724,0.1648,9.5655,-1.2499,-0.0205,-0.3145,-0.1951,-0.6341,-0.0695,-0.5701,-0.015,-0.0878,5.3971,0.2386,0.2057,1.0,0.0,0.0,133593600.0,1.99
1136,30000,0.21,0.1163,-0.0048,-1.5764,826.98,2000.0,2.3098,4.7647,27.6073,0.164,9.5942,-1.26,-0.0186,-0.2997,-0.1831,-0.6383,-0.0871,-0.5621,-0.0152,-0.089,5.3984,0.1915,0.1964,1.0,0.0,0.0,133711200.0,2.0
1137,30000,0.21,0.1168,-0.0036,-1.5671,829.12,2000.0,2.3471,4.7578,28.1312,0.1634,9.6036,-1.26,-0.0196,-0.309,-0.2015,-0.6295,-0.0665,-0.5666,-0.0149,-0.0883,5.3998,0.1443,0.2021,1.0,0.0,0.0,133828800.0,1.94
1138,30000,0.21,0.1168,-0.0019,-1.5535,830.33,2000.0,2.343,4.7582,27.616,0.1643,9.5835,-1.2545,-0.0197,-0.3123,-0.1907,-0.6364,-0.0725,-0.5682,-0.015,-0.0878,5.4034,0.19,0.2018,1.0,0.0,0.0,133946400.0,1.95
1139,30000,0.21,0.1171,-0.0031,-1.5423,818.37,2000.0,2.333,4.762,27.2344,0.1631,9.5923,-1.2593,-0.0194,-0.3088,-0.2035,-0.6323,-0.0793,-0.5687,-0.015,-0.0885,5.4047,0.2248,0.1986,1.0,0.0,0.0,134064000.0,1.95
1140,30000,0.21,0.1176,-0.0038,-1.5438,812.51,2000.0,2.3508,4.7527,26.6148,0.1651,9.5778,-1.2501,-0.0196,-0.3051,-0.1971,-0.6295,-0.075,-0.5734,-0.0152,-0.0876,5.4054,0.2806,0.2065,1.0,0.0,0.0,134181600.0,1.96
1141,30000,0.21,0.1146,-0.0027,-1.5358,817.2,2000.0,2.3388,4.7593,27.5863,0.1647,9.6011,-1.2582,-0.0194,-0.3094,-0.1934,-0.6308,-0.0664,-0.5681,-0.015,-0.0873,5.4074,0.193,0.2008,1.0,0.0,0.0,134299200.0,2.09
1142,30000,0.21,0.1146,-0.0023,-1.5819,824.38,2000.0,2.3517,4.756,27.4568,0.1649,9.5994,-1.2538,-0.0196,-0.3096,-0.194,-0.6343,-0.0708,-0.5678,-0.0151,-0.088,5.4142,0.2046,0.2038,1.0,0.0,0.0,134416800.0,2.02
1143,30000,0.21,0.113,0.0021,-1.5825,825.37,2000.0,2.3282,4.7598,27.4584,0.163,9.6017,-1.2591,-0.0194,-0.304,-0.2028,-0.6381,-0.0875,-0.5688,-0.0151,-0.0896,5.4173,0.2046,0.2004,1.0,0.0,0.0,134534400.0,1.92
1144,30000,0.21,0.1137,-0.0048,-1.5914,833.13,2000.0,2.3393,4.7637,27.8767,0.1645,9.6083,-1.2604,-0.0188,-0.3066,-0.1997,-0.6328,-0.0668,-0.5681,-0.015,-0.0882,5.4208,0.1674,0.1972,1.0,0.0,0.0,134652000.0,1.95
1145,30000,0.21,0.1145,-0.0035,-1.5804,825.6,2000.0,2.3404,4.7613,27.4185,0.1632,9.6188,-1.2588,-0.0193,-0.3111,-0.2052,-0.6326,-0.0704,-0.5688,-0.0149,-0.0889,5.4217,0.2086,0.1992,1.0,0.0,0.0,134769600.0,2.14
1146,30000,0.21,0.1128,0.001,-1.5781,824.16,2000.0,2.3323,4.7585,27.3212,0.1642,9.6083,-1.2564,-0.0189,-0.3084,-0.1959,-0.6359,-0.0788,-0.5675,-0.015,-0.0885,5.4243,0.2176,0.2016,1.0,0.0,0.0,134887200.0,2.02
1147,30000,0.21,0.113,-0.0051,-1.6133,824.78,2000.0,2.3677,4.7557,27.6077,0.1642,9.5799,-1.2494,-0.0202,-0.3164,-0.2075,-0.63,-0.0621,-0.5707,-0.0149,-0.0869,5.4193,0.1898,0.2039,1.0,0.0,0.0,135004800.0,1.96
1148,30000,0.21,0.1146,-0.0044,-1.6181,823.9,2000.0,2.3202,4.7578,27.5885,0.1645,9.5758,-1.2594,-0.0193,-0.3096,-0.1944,-0.6354,-0.0675,-0.5726,-0.015,-0.0882,5.4195,0.1931,0.2024,1.0,0.0,0.0,135122400.0,1.99
1149,30000,0.21,0.1166,-0.0023,-1.6128,818.11,2000.0,2.3508,4.7493,27.1912,0.165,9.5893,-1.2554,-0.0198,-0.3118,-0.1976,-0.6308,-0.0722,-0.573,-0.015,-0.0875,5.4225,0.2288,0.2096,1.0,0.0,0.0,135240000.0,1.92
1150,30000,0.21,0.1148,-0.0033,-1.6155,811.73,2000.0,2.3321,4.7626,26.9935,0.1628,9.5822,-1.258,-0.0196,-0.3082,-0.2098,-0.6409,-0.0899,-0.5704,-0.0151,-0.0894,5.4263,0.2466,0.1982,1.0,0.0,0.0,135357600.0,1.95
1151,30000,0.21,0.113,-0.0002,-1.6121,818.92,2000.0,2.3336,4.7545,27.8237,0.1648,9.608,-1.2563,-0.0203,-0.3103,-0.2033,-0.6308,-0.0831,-0.572,-0.0151,-0.0882,5.428,0.1713,0.2051,1.0,0.0,0.0,135475200.0,1.93
1152,30000,0.21,0.1135,-0.0029,-1.6169,820.32,2000.0,2.3546,4.7589,26.9627,0.1642,9.581,-1.2537,-0.02,-0.3138,-0.2138,-0.6302,-0.0605,-0.5793,-0.0149,-0.0871,5.422,0.2486,0.2011,1.0,0.0,0.0,135592800.0,1.96
1153,30000,0.21,0.1137,-0.002,-1.6117,824.09,2000.0,2.3242,4.7575,28.1418,0.1643,9.6144,-1.2628,-0.0194,-0.3106,-0.2116,-0.6307,-0.0769,-0.5709,-0.015,-0.0888,5.4223,0.1429,0.2026,1.0,0.0,0.0,135710400.0,1.97
1154,30000,0.21,0.1158,-0.0028,-1.6448,831.27,2000.0,2.3436,4.755,27.7121,0.1645,9.5893,-1.2561,-0.0193,-0.3112,-0.1977,-0.6334,-0.0746,-0.569,-0.015,-0.0879,5.4244,0.1816,0.2047,1.0,0.0,0.0,135828000.0,1.96
1155,30000,0.21,0.1171,-0.0031,-1.6183,833.62,2000.0,2.3531,4.7598,28.2682,0.1642,9.6095,-1.2555,-0.02,-0.309,-0.205,-0.6327,-0.0818,-0.571,-0.0151,-0.0883,5.4265,0.131,0.2003,1.0,0.0,0.0,135945600.0,1.93
1156,30000,0.21,0.1169,-0.0034,-1.6233,830.35,2000.0,2.3595,4.7547,27.7117,0.1645,9.5989,-1.2518,-0.0202,-0.3126,-0.2063,-0.6313,-0.0745,-0.5723,-0.015,-0.0877,5.4276,0.1813,0.2049,1.0,0.0,0.0,136063200.0,1.94
1157,30000,0.21,0.1186,-0.0005,-1.6171,826.35,2000.0,2.3231,4.7627,27.5927,0.1641,9.5939,-1.2576,-0.019,-0.3075,-0.1913,-0.6386,-0.0777,-0.5667,-0.015,-0.0882,5.4284,0.1929,0.198,1.0,0.0,0.0,136180800.0,2.04
1158,30000,0.21,0.1189,-0.0043,-1.6251,824.02,2000.0,2.34,4.7611,27.4271,0.1646,9.6216,-1.2594,-0.0194,-0.307,-0.1983,-0.6347,-0.065,-0.5706,-0.0149,-0.0879,5.432,0.2082,0.1995,1.0,0.0,0.0,136298400.0,2.04
1159,30000,0.21,0.119,-0.0038,-1.6142,825.39,2000.0,2.3517,4.7573,27.5802,0.1639,9.5918,-1.2536,-0.02,-0.3084,-0.2019,-0.6307,-0.0792,-0.5721,-0.015,-0.0878,5.4377,0.1934,0.2027,1.0,0.0,0.0,136416000.0,1.98
1160,30000,0.21,0.1194,-0.0035,-1.6307,824.88,2000.0,2.3577,4.7651,27.8554,0.1633,9.6108,-1.2571,-0.019,-0.3064,-0.2098,-0.6387,-0.0852,-0.5692,-0.0152,-0.0891,5.4428,0.1693,0.1959,1.0,0.0,0.0,136533600.0,2.0
1161,30000,0.21,0.1208,-0.0039,-1.6435,825.2,2000.0,2.3537,4.7548,27.4111,0.1644,9.5986,-1.2529,-0.0202,-0.3075,-0.2035,-0.6272,-0.0762,-0.5724,-0.015,-0.0871,5.4484,0.2086,0.2049,1.0,0.0,0.0,136651200.0,2.0
1162,30000,0.21,0.1207,-0.0026,-1.645,821.2,2000.0,2.3142,4.7649,27.5611,0.1645,9.6025,-1.2581,-0.0189,-0.3057,-0.1964,-0.6391,-0.0788,-0.5692,-0.0151,-0.0886,5.4505,0.1959,0.1962,1.0,0.0,0.0,136768800.0,1.96
1163,30000,0.21,0.1173,-0.0022,-1.6459,812.13,2000.0,2.3221,4.7631,26.7751,0.1642,9.6178,-1.2569,-0.0187,-0.3059,-0.2062,-0.6365,-0.0827,-0.5729,-0.0151,-0.0887,5.442,0.2674,0.1976,1.0,0.0,0.0,136886400.0,1.98
1164,30000,0.21,0.12,-0.0011,-1.6462,818.45,2000.0,2.3495,4.7542,27.7455,0.1654,9.5991,-1.2546,-0.0201,-0.3083,-0.2065,-0.6268,-0.0696,-0.5719,-0.0151,-0.0872,5.4395,0.1788,0.2053,1.0,0.0,0.0,137004000.0,1.99
1165,30000,0.21,0.1187,-0.0032,-1.6543,829.58,2000.0,2.3429,4.7608,27.7332,0.1639,9.6155,-1.2553,-0.0194,-0.3087,-0.2015,-0.6303,-0.0663,-0.5724,-0.0149,-0.0878,5.4384,0.1799,0.1997,1.0,0.0,0.0,137121600.0,1.99
1166,30000,0.21,0.1177,-0.0017,-1.6442,830.16,2000.0,2.3472,4.7596,28.0155,0.1645,9.628,-1.2555,-0.0194,-0.3099,-0.1944,-0.6339,-0.0684,-0.5695,-0.0148,-0.0878,5.4373,0.1547,0.2008,1.0,0.0,0.0,137239200.0,2.0
1167,30000,0.21,0.1167,-0.0044,-1.6768,818.84,2000.0,2.3382,4.758,27.2697,0.1642,9.5897,-1.2519,-0.0201,-0.3106,-0.2012,-0.6349,-0.0735,-0.5751,-0.015,-0.0878,5.4376,0.2212,0.2022,1.0,0.0,0.0,137356800.0,1.97
